company_id,type,rule_id,text,confidence_pct
ITC,con,CON_FALLBACK,Five-year revenue growth of approximately 8.8% remains an area to monitor relative to higher-growth companies.,61
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96
ITC,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,93
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,81
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,77
JINDALSTEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss.,72
JINDALSTEL,pro,PRO_FALLBACK,The company remained profitable in the latest available financial year.,61
JIOFIN,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,93
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,90
JIOFIN,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,93
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,92
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,88
JSWENERGY,con,CON_11,Net debt of approximately 4.53 times EBITDA represents high leverage and limits financial flexibility.,82
JSWENERGY,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,78
JSWENERGY,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,70
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,92
JSWENERGY,pro,PRO_12,Growing asset base with declining debt reflects growth supported by internal accruals.,77
JSWENERGY,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,75
JSWSTEEL,con,CON_FALLBACK,Latest return on equity of 11.6% remains below the exceptional 20% level and should be monitored.,61
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,69
KOTAKBANK,con,CON_11,Net debt of approximately 10.23 times EBITDA represents high leverage and limits financial flexibility.,96
KOTAKBANK,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,93
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,75
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,72
KOTAKBANK,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,77
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,70
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,66
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,64
LICI,con,CON_FALLBACK,Five-year revenue growth of approximately 7.4% remains an area to monitor relative to higher-growth companies.,61
LICI,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,93
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
LICI,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,92
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,91
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,88
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,88
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,73
LODHA,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,92
LODHA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,74
LODHA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,73
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,66
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure.,69
LT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,64
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,72
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,64
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,88
LTIM,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,83
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,80
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,69
M&M,con,CON_11,Net debt of approximately 3.37 times EBITDA represents high leverage and limits financial flexibility.,73
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,92
MARUTI,con,CON_FALLBACK,Five-year revenue growth of approximately 13.9% remains an area to monitor relative to higher-growth companies.,61
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96
MARUTI,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,93
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,80
MARUTI,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,74
MARUTI,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,68
MOTHERSON,con,CON_FALLBACK,Five-year revenue growth of approximately 12.5% remains an area to monitor relative to higher-growth companies.,61
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96
MOTHERSON,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,89
MOTHERSON,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,76
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,75
MOTHERSON,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,71
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,85
NAUKRI,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,80
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,66
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,62
NESTLEIND,con,CON_FALLBACK,Five-year revenue growth of approximately 8.2% remains an area to monitor relative to higher-growth companies.,61
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
NESTLEIND,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,90
NESTLEIND,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,65
NHPC,con,CON_11,Net debt of approximately 5.26 times EBITDA represents high leverage and limits financial flexibility.,88
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,80
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,73
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,64
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,92
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,89
NHPC,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,66
NHPC,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,64
NTPC,con,CON_11,Net debt of approximately 3.42 times EBITDA represents high leverage and limits financial flexibility.,73
NTPC,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,67
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,66
ONGC,con,CON_FALLBACK,Five-year revenue growth of approximately 10.7% remains an area to monitor relative to higher-growth companies.,61
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96
ONGC,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,92
ONGC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,84
ONGC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,77
ONGC,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,66
PFC,con,CON_11,Net debt of approximately 24.07 times EBITDA represents high leverage and limits financial flexibility.,96
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,83
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,66
PFC,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,92
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,80
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,78
PFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,75
PFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,69
PIDILITIND,con,CON_FALLBACK,Five-year revenue growth of approximately 12.1% remains an area to monitor relative to higher-growth companies.,61
PIDILITIND,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,93
PIDILITIND,pro,PRO_12,Growing asset base with declining debt reflects growth supported by internal accruals.,71
PNB,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,93
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,91
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PNB,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
PNB,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,92
PNB,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,92
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,64
POWERGRID,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum.,66
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,92
POWERGRID,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,69
POWERGRID,pro,PRO_12,Growing asset base with declining debt reflects growth supported by internal accruals.,67
RECLTD,con,CON_11,Net debt of approximately 8.76 times EBITDA represents high leverage and limits financial flexibility.,96
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,93
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,92
RECLTD,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,88
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,76
RECLTD,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,69
RELIANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,67
RELIANCE,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,73
RELIANCE,pro,PRO_12,Growing asset base with declining debt reflects growth supported by internal accruals.,68
SBILIFE,con,CON_FALLBACK,Latest return on equity of 12.7% remains below the exceptional 20% level and should be monitored.,61
SBILIFE,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,93
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,88
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,81
SBIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,78
SBIN,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,92
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,84
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,75
SHREECEM,con,CON_FALLBACK,Five-year revenue growth of approximately 9.0% remains an area to monitor relative to higher-growth companies.,61
SHREECEM,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,73
SHRIRAMFIN,con,CON_11,Net debt of approximately 16.23 times EBITDA represents high leverage and limits financial flexibility.,96
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,93
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates risk in meeting debt obligations.,82
SHRIRAMFIN,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,84
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,78
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,72
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,70
SHRIRAMFIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,70
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,68
SIEMENS,con,CON_FALLBACK,Five-year revenue growth of approximately 11.2% remains an area to monitor relative to higher-growth companies.,61
SIEMENS,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,93
SIEMENS,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,79
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,72
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,69
SUNPHARMA,con,CON_FALLBACK,Five-year revenue growth of approximately 8.9% remains an area to monitor relative to higher-growth companies.,61
SUNPHARMA,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,93
SUNPHARMA,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,87
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,75
SUNPHARMA,pro,PRO_12,Growing asset base with declining debt reflects growth supported by internal accruals.,68
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,65
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,64
TATACONSUM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,65
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,81
TATACONSUM,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,81
TATACONSUM,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,77
TATACONSUM,pro,PRO_12,Growing asset base with declining debt reflects growth supported by internal accruals.,76
TATACONSUM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,68
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,63
TATAMOTORS,con,CON_FALLBACK,Five-year revenue growth of approximately 11.0% remains an area to monitor relative to higher-growth companies.,61
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,91
TATAMOTORS,pro,PRO_12,Growing asset base with declining debt reflects growth supported by internal accruals.,71
TATAPOWER,con,CON_11,Net debt of approximately 3.58 times EBITDA represents high leverage and limits financial flexibility.,75
TATAPOWER,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,83
TATAPOWER,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,76
TATAPOWER,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,73
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,66
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss.,75
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital.,75
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,67
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96
TATASTEEL,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,76
TCS,con,CON_FALLBACK,Five-year revenue growth of approximately 9.9% remains an area to monitor relative to higher-growth companies.,61
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TCS,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,93
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,79
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,65
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company may be paying dividends beyond current earnings, which can be unsustainable.",92
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,96
TECHM,pro,PRO_07,Very high interest coverage or a debt-free position reflects negligible financial stress from debt servicing.,68
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk.,76
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,90
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,85
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,74
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,65
TORNTPHARM,con,CON_FALLBACK,Five-year revenue growth of approximately 7.3% remains an area to monitor relative to higher-growth companies.,61
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,85
TORNTPHARM,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,73
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline.,72
TORNTPHARM,pro,PRO_12,Growing asset base with declining debt reflects growth supported by internal accruals.,69
TRENT,con,CON_FALLBACK,Latest operating margin of 16.0% remains below the strong pricing-power threshold of 25%.,61
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,92
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,92
TRENT,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,92
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,91
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality.,93
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring.,80
TVSMOTOR,con,CON_11,Net debt of approximately 3.60 times EBITDA represents high leverage and limits financial flexibility.,75
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality.,82
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,79
TVSMOTOR,pro,PRO_11,Profits growing faster than revenue demonstrate improving operating leverage and scale benefits.,79
TVSMOTOR,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value.,72
TVSMOTOR,pro,PRO_12,Growing asset base with declining debt reflects growth supported by internal accruals.,72
TVSMOTOR,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,68
